# The published reference corpus: a THIRD sample, of Java repositories that state a licence, are still being
# worked on, and publish an artefact. Drawn to compare against reference-corpus.tsv and
# reference-corpus-starred.tsv, never to replace either.
#
# WHY A THIRD SAMPLE. The first two are drawn and neither denominator resembles what this reading is measured
# on. Uniform over GitHub's Java gives coursework: ten of ten with zero stars and no licence. A fifty-star
# floor gives Android: five of ten, plus two pieces of teaching material. The nine evaluation-set members are
# none of those things — they are licensed libraries and servers that publish artefacts and are still
# maintained. A denominator is meant to say what the code being read is written in, so the third frame states
# those three properties directly instead of hoping a popularity proxy reaches them.
#
# THE FRAME AND THE PREDICATE, both fixed before a single rank was drawn.
#
#   FRAME, queried of GitHub:
#     language:Java fork:false mirror:false size:>=1000 pushed:>=2025-01-01 created:<2026-08-21
#     license:<each of the thirteen GitHub states>
#
#   `pushed` HAS NO UPPER BOUND, AND BOUNDING IT WAS TRIED AND REVERTED. The frame is not a fixed
#   population: a repository whose last push was in 2024 joins the moment somebody pushes to it, so the
#   count grows. It read 112,183 on 2026-08-20 and 112,251 three days later. Bounding `pushed` above at the
#   same ceiling `created` has was tried, on the reasoning that a fixed population is what makes a draw
#   reproducible. IT IS WORSE, AND THE MEASUREMENT SAYS SO.
#
#     - THE BOUNDED FRAME SHRINKS, AND IT EXPELS THE REPOSITORIES IT ALREADY DREW. `pushed` is a mutable
#       property. Under the upper bound a repository LEAVES the frame the moment anybody pushes to it, so
#       membership falls every day and a row already drawn can stop being a member. Under no upper bound
#       membership only ever grows: a repository pushed since 2025-01-01 stays in however often it is
#       pushed again, so a drawn row is a member forever. Monotone membership is the property that matters.
#     - IT COST 4,959 REPOSITORIES, AND THEY WERE THE MAINTAINED ONES. The bounded frame counted 107,224,
#       against 112,183 for the SAME window three days earlier. Those 4,959 were pushed in between, which
#       is what expelled them — so the bound removes exactly the actively maintained projects, which are
#       the ones that publish an artefact.
#     - THE TAKE RATE COLLAPSED, MEASURABLY. Sixteen ranks under the bounded frame took 3 and rejected 13,
#       against 30 taken of 53 recorded. Under the recorded rate a run of 16 takes 3 or fewer with
#       probability 0.0023, so this is the bound biasing the frame and not sampling noise.
#
#   NO `pushed` FRAME IS FIXED, BECAUSE `pushed` IS MUTABLE. Reproducibility does not come from re-running
#   the query, and cannot: it comes from THIS FILE, which pins every drawn repository at a commit. A draw is
#   a snapshot, its count is recorded beside it, and `-Dcs.draw.total` states which snapshot a run means to
#   reproduce rather than pretending the population stood still.
#
#   Each qualifier, and why it is there:
#     language:Java     the population, as GitHub states a primary language
#     fork:false        a fork is another repository's words copied; counting them twice is a sampling defect
#     mirror:false      the same reason
#     size:>=1000       one megabyte. A STATED bound, not a derived one, carried over from the first frame
#     pushed:>=2025-01-01   "modern" read as STILL BEING WORKED ON rather than recently started, with no
#                       upper bound so that membership only ever grows and a drawn row stays a member. A library
#                       begun in 2014 and pushed to this year writes today's Java; one begun in 2024 and
#                       abandoned does not. Creation date measures the wrong thing, so `pushed` is used.
#     license:...       the thirteen licences GITHUB ITSELF publishes at /licenses — agpl-3.0, apache-2.0,
#                       bsd-2-clause, bsd-3-clause, bsl-1.0, cc0-1.0, epl-2.0, gpl-2.0, gpl-3.0, lgpl-2.1,
#                       mit, mpl-2.0, unlicense. THE SET IS CITED, NOT CHOSEN: picking which licences count
#                       would be this project curating, so GitHub's own enumeration is used whole. They OR
#                       together in a query, which is what makes "states a licence GitHub recognises"
#                       expressible at all. A licence says nothing about what words a repository contains,
#                       so requiring one does not breach the rule this corpus exists to enforce. IT IS NOT
#                       NEUTRAL — a licensed repository is a more deliberate one — and that is stated rather
#                       than claimed away.
#     created:<...      a ceiling, so the frame is the same set on a later day
#
#   NOT in the frame: stars, watchers, archived state, and anything about subject matter.
#
#   PREDICATE, applied to every drawn rank without exception. GitHub's repository search cannot ask whether a
#   repository publishes anything, so it is asked of the tree directly, AT THE PINNED COMMIT:
#
#     accept if pom.xml at the repository root states a <groupId>
#          or if build.gradle or build.gradle.kts at the root applies maven-publish
#     reject otherwise, and take the next rank from the same seeded stream
#
#   A Maven groupId is the coordinate an artefact publishes under, and maven-publish is the plugin that
#   publishes one, so between them they are what a repository does to make its code available as a library.
#   The predicate is read over raw.githubusercontent.com rather than the API, which is why it costs no rate
#   limit. EVERY REJECTION IS RECORDED with the rank and the reason, in docs/reference-corpus/draw-published.json.
#
#   Rejection sampling on a predicate stated in advance is uniform over the sub-population that satisfies it.
#   That is the whole reason the predicate had to be written down before the draw ran rather than after: a
#   predicate adjusted once its rejections are visible is a choice about which repositories end up here.
#
# HOW MANY, and why it is a hundred rather than ten or thirty. The first two samples hold ten each, which is
#   what the plan asked for and is too few. A reference is a pooled density per word, so with ten roughly
#   equal repositories any one of them carries about a tenth of the total mass: a single blockchain
#   repository in the pool would have the reference claim `transaction` is written at a tenth of a blockchain
#   repository's rate, which is enough to demote it for besu. That is the contamination risk the plan names,
#   and ten bounds it badly. At thirty it is a thirtieth; at a hundred it is a hundredth.
#
#   THIRTY WAS THE NUMBER THAT LET THE BOUND BE MEASURED, AND THE MEASUREMENT SAID TO EXTEND. This header
#   stated before any rank was drawn that if the curve were still climbing at thirty the draw extends. It is
#   still climbing, and it will not stop: the disagreement between two references built from disjoint halves
#   of the draw falls as the sample size to the power -0.301, where averaging independent draws would give
#   -0.5. That exponent is between-repository heterogeneity rather than sampling noise, so no sample size
#   ends it. About one verdict in ten moves at thirty, all of it among words whose claim sits near zero.
#
#   A HUNDRED IS A BUDGET, NOT A DERIVED BOUND, AND SAYING SO IS THE POINT. Every threshold inside a reading
#   here is derived from a null; how much source a project is willing to fetch is not that kind of number.
#   What the measurements settle is the shape of the trade, and three readings of it point at a hundred.
#   One repository's weight falls to a hundredth, an order of magnitude below the tenth that made ten
#   unusable. The words that move are the ones estimated from almost no repositories — `buf` is carried by
#   an effective 4.94 of the thirty — and a hundred takes that to about sixteen, which is where a share
#   stops being one repository's accident. And past it the curve is flat: three hundred repositories buy
#   about two further points of churn for three times the source.
#
#   WHAT ACTUALLY SETTLES THE CHURN IS NOT SAMPLE SIZE. A word whose claim sits inside the reference's own
#   sampling error has not been shown to stand above chance, and that error is derivable from the split-half
#   measurement above rather than chosen. Reporting it is what makes the near-zero verdicts stop flipping,
#   and it costs no bandwidth at all.
#
#   EXTENDING A SEEDED DRAW IS NOT RE-ROLLING IT, ONCE THE FRAME IS FIXED. Further rows are the next values
#   from the same stream, so every row already recorded stays exactly as it was — which holds only because
#   the frame no longer moves under it, and is why the upper bound on `pushed` above was worth a re-draw. That is what makes growing a sample
#   different in kind from drawing it again until it looks right. The other two manifests can be grown the
#   same way without invalidating a row.
#
# Columns, the seeded draw, the exact-count method and the doctrine argument are as reference-corpus.tsv
# states them; only the frame and the predicate differ. The draw is CorpusDrawCommand, which writes both the
# record of every rank and rejection and the rows below.
#
# Source: THIS PROJECT ran the draw; GitHub states the frame, the licence enumeration and the ranks.
modern-armor-bar	https://github.com/Madsbest/modern-armor-bar.git	b6d41f94ea344bc8f7603fd64a73870c5376e792	MIT	96184	2026-05-10T18:16:19Z	2364
ct-youtrackdb-976ac8d2	https://github.com/dachengxiaopang/ct-youtrackdb-976ac8d2.git	4f0383d10cb95441c7cb28f930df34fe3b9d87e4	Apache-2.0	102429	2026-06-15T11:52:07Z	20990
homiecenter	https://github.com/botorabi/HomieCenter.git	fe784bff92b0a6c1fa137412b0a871474ca6c447	MIT	8790	2018-06-12T22:40:01Z	10644
lasthope	https://github.com/harinivash8/lasthope.git	20851ecc8ff9cc87e56f094d4cc05042e3a04b5d	Apache-2.0	51136	2025-04-28T05:22:39Z	2780
mallchat	https://github.com/Aaron-g-u-o/MallChat.git	90cb4007d066d416bc7860fd64ffe9cbb5ff087e	Apache-2.0	91018	2026-04-09T03:59:31Z	2265
helpline104-api	https://github.com/PSMRI/Helpline104-API.git	f25c863965a24cfbdc8013cd6bb303af2b6a8f3f	GPL-3.0	26965	2023-06-27T07:21:03Z	1124
baritoneworker	https://github.com/TR-RBM/baritoneworker.git	62c0c636e45e2ea9e1b2365348f17a8ce2380446	CC0-1.0	100527	2026-06-02T16:12:16Z	2370
java_ia_las_palmas_demo	https://github.com/paparajote0101/JAVA_IA_Las_Palmas_Demo.git	1084a8ba8762b7c536bf5889c0c7617927308f24	MIT	84464	2026-03-03T08:49:34Z	1344
flowerbreeding	https://github.com/disjoint-account/FlowerBreeding.git	9002e4ed78fffac5504b60497f589ffd3b5cd8bd	MIT	109613	2026-07-27T18:40:31Z	1724
daily-shop-mod	https://github.com/bigchadguys/daily-shop-mod.git	ed328b47c861587ff75e150446572398fa8b2175	GPL-3.0	31727	2024-03-05T04:31:55Z	1036
ruo-yi-cloud-vue	https://github.com/open-source-project-by-zlxls/ruo-yi-cloud-vue.git	15b9f1cc3ea3ed2fabdb373665661b5940384fd3	MIT	77364	2026-01-04T03:10:18Z	1585
hadoop-wordcount	https://github.com/MFS-code/Hadoop-WordCount.git	ad137556431fdf4d90e285d8998bb4e7f0324b7c	MIT	66328	2025-09-23T17:42:07Z	13244
expense-management-rest-api	https://github.com/izumacha/Expense-Management-Rest-API.git	acf74b1f5be710b920a125a40ef4b4579e7d6b08	MIT	96968	2026-05-12T14:27:00Z	2735
vraptor4	https://github.com/siqale/vraptor4.git	593ce9ad60f9d38c360881b2132417c56b8cc093	Apache-2.0	2773	2014-07-16T00:42:54Z	12440
astraladditions	https://github.com/ethanicusss/AstralAdditions.git	cdde321950225c3c959dd1ec43d6706d331955ec	CC0-1.0	26065	2023-04-04T17:48:30Z	364089
ruoyi-vue-plus	https://github.com/sameal153/ruoyi-vue-plus.git	27518ae06eaeaee3c36890b9eeaee9239f3ea522	MIT	31671	2024-03-19T10:37:29Z	7899
amazon-sns-java-messaging-lib	https://github.com/mvallim/amazon-sns-java-messaging-lib.git	5261f478dc7d28bc8d84c8a7394df2fb8aa23e75	Apache-2.0	24108	2022-11-17T06:28:37Z	1103
slothy-s-tree	https://github.com/IlySlothy/Slothy-s-Tree.git	85d185f676c311765370b2020f61ff4e627f1513	MIT	98837	2026-05-24T09:23:14Z	211460
test_sky_main	https://github.com/JOYE661/Test_sky_main.git	a7f5d1987e1e257c9d40e241fa799c26ac85794f	Apache-2.0	76553	2025-12-30T03:10:25Z	70137
information-walls-serve	https://github.com/JCXYOZH/information-walls-serve.git	b757d686af6bde75cf0a063f279ad47e66398cf2	MIT	44081	2025-02-23T13:04:07Z	5848
sma-eventsourcing-17	https://github.com/christiandrochon/sma-eventsourcing-17.git	c639b1ea1660a76dd8975a612fd81481035fae00	MIT	37498	2024-10-29T12:53:04Z	2092
gpu_rentaler	https://github.com/xsinxcos/GPU_Rentaler.git	e42929a8b95c7100dab0c4cd401ef133c12a9d22	MIT	66409	2025-09-22T08:46:41Z	1484
velr-kotlin-driver	https://github.com/velr-ai/velr-kotlin-driver.git	2934d6c05d9080b8d28910b4970ec4e7efd6f63c	MIT	104418	2026-06-28T17:15:34Z	36801
mychat	https://github.com/OldFriend-C/MyChat.git	085cfaabbf323e93fbacb8099742cc2efe8699c0	Apache-2.0	40628	2025-01-13T08:14:43Z	19511
springcloud-review	https://github.com/skyisolated/springcloud-review.git	682a6b30ea46e46e9af7d324c5883fb7b939f241	Apache-2.0	60384	2025-07-27T15:43:01Z	1282
morethanpomodoro	https://github.com/turkerozturk/morethanpomodoro.git	49af4d291968f1b1a7a71f41124e60164cd754fd	GPL-3.0	42440	2025-02-06T21:26:57Z	2151
mod-users	https://github.com/folio-org/mod-users.git	f706c43c9ecfc5d0226448ca62047e9ec103baeb	Apache-2.0	5843	2016-10-11T19:51:36Z	5288
eclipse.platform.releng.buildtools	https://github.com/eclipse-platform/eclipse.platform.releng.buildtools.git	b197c6aef1f53d6a6e0efdaaf7e3eba84dfadda9	EPL-2.0	21028	2022-02-14T18:32:44Z	17593
scrabble	https://github.com/ekarakusnl/scrabble.git	a400702228bcc1a903e8b217868b1aa6623a79d4	GPL-3.0	25026	2023-01-11T14:03:47Z	39506
arkdsl	https://github.com/RM2PT/ArkDSL.git	ca4c431c6c1c9a1fd2eff2c8c08a81546869a0e1	MIT	25543	2023-03-20T13:27:29Z	1760
mud	https://github.com/davidrudder23/mud.git	89f7980d85afda73cbd13db9c17db78ae169bee5	Apache-2.0	13303	2019-11-10T16:45:27Z	26002
elton	https://github.com/globalbioticinteractions/elton.git	c60ec8d858ec12d6cad13823f317065b635a1b3c	GPL-3.0	7578	2017-09-16T07:09:22Z	8528
cache2k	https://github.com/cache2k/cache2k.git	6cf589ea28c02ba0b49dac2b38e849238053f1bf	Apache-2.0	1046	2013-12-18T17:25:04Z	10448
internal-developer-platform	https://github.com/Decathlon/internal-developer-platform.git	f148be0c1b708a3195b8519933a99f08dcccac68	Apache-2.0	88209	2026-03-25T15:01:50Z	1967
discordeconomysystem	https://github.com/Zone-Infinity/DiscordEconomySystem.git	753b9375d52840a5b27bff4a469af34ebac09092	MIT	18158	2021-05-13T16:27:00Z	19771
bank-of-sirius	https://github.com/nginxinc/bank-of-sirius.git	03714915db018831c3551f0bd39c44ea4b8dd32a	Apache-2.0	18701	2021-08-16T23:35:20Z	5556
oracle-cloud-sql-driver	https://github.com/satyapadala/oracle-cloud-sql-driver.git	a487b731eba5f91a3e126442c5ccec754e63e9ba	MIT	23615	2022-10-31T14:26:16Z	14781
jboss-msc2	https://github.com/jboss-msc/jboss-msc2.git	37272cf2796c59e981c24286cf33eea51773155e	Apache-2.0	1475	2013-07-25T16:00:27Z	2206
ginsim	https://github.com/GINsim/GINsim.git	08e89863aba41314537a83c7351b43301b1d4b3c	GPL-3.0	17221	2021-03-09T08:19:27Z	30748
iwa-java	https://github.com/pguraedy/IWA-Java.git	81111d3aa03bd6ed1deaeea4972be745e85ebe4d	GPL-3.0	79943	2026-01-29T16:30:29Z	3944
org.openwms.wms.movements.lib	https://github.com/openwms/org.openwms.wms.movements.lib.git	f9a87f25fe99294a84509588587af058f1ab4052	Apache-2.0	14458	2020-04-09T14:50:40Z	11775
