# The Computer Science Ontology as a term taxonomy: the topics computer science research is
# indexed by, each with the label CSO states for it and the equivalent labels it states beside it.
# CSO states NO definition for any topic, so this is matched against declared names like OLiA and
# FIBO and cannot be read as a functional taxonomy — there is no prose to compare a scope against.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# definition is empty for every row because CSO publishes none.
#
# CSO is a POLY-HIERARCHY: 9927 of its 14624 topics with a parent are stated beneath more than one, up
# to 33. Every parent is carried, joined with the separator SkosConcept states for a repeated
# property, and SkosConcept.broaderConcepts reads them back. Nothing is dropped.
#
# Source: CSO 3.5, https://cso.kmi.open.ac.uk/download (CSO.3.5.csv; the download states no
#   revision, so there is no commit to pin and the archive is the citation).
# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) — "you can freely copy,
#   share, adapt, and build upon the data for any purpose, including commercial use, as long as
#   you give appropriate credit to the original creators". Credit: the Computer Science Ontology,
#   Knowledge Media Institute, The Open University, and NOTICE.md carries it.
#   The downloaded archive itself states no licence and carries no licence file; these terms were
#   supplied by the maintainer of this repository rather than read from the archive.
# NOT BUNDLED YET: no vocabulary is bundled until the extractors are one runner.
%28100%29_silicon	(100) silicon		nems	topic			
%28e_%2C3e%29_process	(e ,3e) process		computer communication networks | computer network | computer networks | process engineering	topic			
%28i_%2Cj%29_conditions	(i ,j) conditions		applied (co)	topic			
%28min_%2Cmax_%2C%2B%29_functions	(min ,max ,+) functions		computer communication networks | computer network | computer networks	topic			
3-d_reconstruction	3-d reconstruction	3d reconstruction	image reconstruction	topic			
3-d_videos	3-d videos	3d video	three dimensional computer graphics | video coding	topic			
3-d_virtual_environment	3-d virtual environment	virtual environment | virtual environments | virtual reality technology	virtual reality	topic			
3d-scanning	3d-scanning	3d scanning | 3d-scanning	three dimensional computer graphics	topic			
3d_content	3d content		three dimensional computer graphics	topic			
3d_data	3d data		three dimensional computer graphics	topic			
3d_data_processing	3d data processing		data visualization | imaging techniques	topic			
3d_display	3d display	3-d displays	display devices	topic			
3d_face_models	3d face models		3d faces | face images | face modeling | face models	topic			
3d_face_recognition	3d face recognition		3d faces | biometric | biometrics	topic			
3d_face_reconstruction	3d face reconstruction		3d face recognition	topic			
3d_faces	3d faces		facial expression | facial expressions | three dimensional computer graphics	topic			
3d_graphics	3d graphics		three dimensional computer graphics | visualization	topic			
3d_imaging	3d imaging	3-d imaging | 3d imaging	imaging systems | three dimensional imaging	topic			
3d_meshes	3d meshes		three dimensional computer graphics	topic			
3d_model	3d model	3d modeling | 3d modelling | 3d models	three dimensional computer graphics	topic			
3d_model_retrieval	3d model retrieval		3d data | 3d model | 3d modeling | 3d modelling | 3d models | 3d object | 3d objects | 3d scenes | content based retrieval | content-based retrieval | self organizing map | self organizing maps | self-organizing map | self-organizing map (som) | self-organizing maps	topic			
3d_modeling	3d modeling	3d model | 3d modelling | 3d models	three dimensional computer graphics	topic			
3d_modelling	3d modelling	3d model | 3d modeling | 3d modelling | 3d models	three dimensional computer graphics	topic			
3d_models	3d models	3d model | 3d modeling | 3d modelling	three dimensional computer graphics	topic			
3d_object	3d object		three dimensional computer graphics	topic			
3d_object_recognition	3d object recognition		3d data | 3d model | 3d modeling | 3d modelling | 3d models | 3d object | 3d objects | 3d scenes | object recognition	topic			
3d_object_retrieval	3d object retrieval		3d data | 3d model | 3d modeling | 3d modelling | 3d models | 3d object | 3d objects | 3d scenes | content based retrieval | content-based retrieval	topic			
3d_objects	3d objects		three dimensional computer graphics	topic			
3d_pose_estimation	3d pose estimation		gesture recognition | pose estimation	topic			
3d_printers	3d printers		additive manufacturing	topic			
3d_reconstruction	3d reconstruction	3-d reconstruction | 3d reconstruction	image reconstruction	topic			
3d_scanning	3d scanning	3d-scanning	three dimensional computer graphics	topic			
3d_scenes	3d scenes		three dimensional computer graphics	topic			
3d_simulation	3d simulation	3d simulations	three dimensional computer graphics	topic			
3d_simulations	3d simulations	3d simulation | 3d simulations	three dimensional computer graphics	topic			
3d_user_interface	3d user interface	3d user interface | 3d user interfaces	three dimensional computer graphics | user interface | user interfaces	topic			
3d_user_interfaces	3d user interfaces	3d user interface	three dimensional computer graphics | user interface | user interfaces	topic			
3d_video	3d video	3-d videos | 3d video	three dimensional computer graphics | video coding	topic			
3d_video_coding	3d video coding		3-d videos | 3d video | multi-view video coding | multiview video coding	topic			
3d_virtual_worlds	3d virtual worlds		virtual world | virtual worlds	topic			
3d_visualization	3d visualization		data visualization | three dimensional computer graphics	topic			
3g	3g	3g | 3g networks	wireless network | wireless networks	topic			
3g_cellular_networks	3g cellular networks		3g | 3g networks	topic			
3g_mobile	3g mobile		3g | 3g networks | mobile phone | mobile phones	topic			
3g_mobile_communication_systems	3g mobile communication systems		3g | 3g networks	topic			
3g_networks	3g networks	3g	wireless network | wireless networks	topic			
3gpp	3gpp		lte	topic			
3gpp_lte	3gpp lte		frequency division multiple access | long term evolution | long term evolution (lte) | long-term evolution | lte	topic			
3rd_generation_partnership_project_%283gpp%29	3rd generation partnership project (3gpp)		long term evolution | long term evolution (lte) | long-term evolution	topic			
40_gb%2Fs	40 gb/s		all-optical | engineers | optical-	topic			
4g	4g		3g | 3g networks | lte	topic			
4g_mobile_communication_systems	4g mobile communication systems		lte-advanced | system level simulation	topic			
6lowpan	6lowpan		ieee 802.15.4 | personal communication systems | wireless sensor network | wireless sensor network (wsn) | wireless sensor network (wsns) | wireless sensor networks | wireless sensor networks (wsns) | wsn	topic			
6t-sram	6t-sram		sram cell	topic			
8-bit_microcontrollers	8-bit microcontrollers		micro-controller | microcontroller | microcontrollers	topic			
802.11_networks	802.11 networks		access point | access points | ieee 802.11 | ieee 802.11 standards | ieee 802.11s	topic			
802.11e	802.11e		edca | enhanced distributed channel access	topic			
802.15.4	802.15.4		zig-bee | zigbee	topic			
aac	aac		augmentative and alternative communication | augmentative and alternative communication (aac)	topic			
aadl	aadl		architectural language | architecture description language | architecture description languages | architecture notation	topic			
aal	aal		ambient assisted living	topic			
abas	abas		architecture assessment | architecture evaluation | software architecture assessment | software architecture evaluation	topic			
abc_algorithms	abc algorithms		artificial bee colony algorithm | artificial bee colony algorithms | artificial bee colony algorithms (abc)	topic			
absolute_stability	absolute stability		stability criteria	topic			
absorbing_boundary_condition	absorbing boundary condition	absorbing boundary condition | absorbing boundary conditions	numerical analysis | numerical method | numerical methods	topic			
absorbing_boundary_conditions	absorbing boundary conditions	absorbing boundary condition	numerical analysis | numerical method | numerical methods	topic			
abstract_argumentation	abstract argumentation		argumentation frameworks	topic			
abstract_domains	abstract domains		abstract interpretation | abstract interpretations	topic			
abstract_interpretation	abstract interpretation	abstract interpretation | abstract interpretations	static analysis	topic			
abstract_interpretations	abstract interpretations	abstract interpretation	static analysis	topic			
abstract_state_machines	abstract state machines		contour followers | formal method | formal methods | model checking | model-checking	topic			
abstract_syntax	abstract syntax		linguistics | syntactics	topic			
abstracting_and_indexing	abstracting and indexing		natural language processing | natural language processing systems | nlp	topic			
ac_coefficients	ac coefficients	ac coefficients | dc coefficient	dct coefficients | digital watermarking | h.264 | h.264/avc	topic			
academic_achievement	academic achievement		education	topic			
academic_libraries	academic libraries		digital libraries | digital library | libraries | library	topic			
acceleration_data	acceleration data		triaxial accelerometer	topic			
acceleration_measurement	acceleration measurement		accelerometer | accelerometers	topic			
acceleration_sensor	acceleration sensor	acceleration sensors	accelerometer | accelerometers	topic			
acceleration_sensors	acceleration sensors	acceleration sensor | acceleration sensors	accelerometer | accelerometers	topic			
acceleration_signals	acceleration signals		accelerometer | accelerometers | signal processing	topic			
accelerometer	accelerometer	accelerometers	sensor | sensors	topic			
accelerometer_data	accelerometer data		accelerometer | accelerometers | activity recognition	topic			
accelerometer_sensor	accelerometer sensor		accelerometer | accelerometers	topic			
accelerometers	accelerometers	accelerometer | accelerometers	sensor | sensors	topic			
access_category	access category		edca | enhanced distributed channel access	topic			
access_control	access control		computer security	topic			
access_control_decisions	access control decisions		access control mechanism | access control models | access control policies | access control policy	topic			
access_control_mechanism	access control mechanism	access control models | access control policies | access control policy	access control | security systems	topic			
access_control_models	access control models	access control mechanism | access control policies | access control policy	access control | security systems	topic			
access_control_policies	access control policies	access control mechanism | access control models | access control policies | access control policy	access control | security systems	topic			
access_control_policy	access control policy	access control mechanism | access control models | access control policies	access control | security systems	topic			
access_control_schemes	access control schemes		access control | security systems	topic			
access_network	access network	access network | access networks	broadband networks | fiber optic networks | local area networks | network architecture | wireless network | wireless networks	topic			
access_networks	access networks	access network	broadband networks | fiber optic networks | local area networks | network architecture | wireless network | wireless networks	topic			
access_permissions	access permissions		access control mechanism | access control models | access control policies | access control policy	topic			
access_point	access point	access points	wireless lan | wireless lans | wireless local area network (wlan) | wireless local area networks | wireless local area networks (wlan) | wireless network | wireless networks | wlan	topic			
access_points	access points	access point | access points	wireless lan | wireless lans | wireless local area network (wlan) | wireless local area networks | wireless local area networks (wlan) | wireless network | wireless networks | wlan	topic			
access_policies	access policies		access control mechanism | access control models | access control policies | access control policy	topic			
access_rights	access rights		access control | security systems	topic			
access_routers	access routers		hand over | handover | mobile ip | mobile ipv6 | mobile node | mobile nodes	topic			
access_technology	access technology		access network | access networks | wimax	topic			
access_time	access time		static random access storage	topic			
accessibility_evaluation	accessibility evaluation		web accessibility	topic			
accuracy_assessment	accuracy assessment		numerical model | numerical modeling | numerical modelling | numerical models	topic			
accuracy_functions	accuracy functions		illustrative examples	topic			
accurate_registration	accurate registration		image registration	topic			
achievability	achievability		capacity region | capacity regions | interference channel | interference channels	topic			
achievable_rate	achievable rate		channel state information | channel state information (csi) | gaussians | numerical results	topic			
achievable_rate_region	achievable rate region		capacity region | capacity regions | gaussians | interference channel | interference channels	topic			
achievable_region	achievable region		capacity region | capacity regions	topic			
acidobacteria	acidobacteria		betaproteobacteria | epsilonproteobacteria	topic			
acidobacterium	acidobacterium		acidobacteria	topic			
acme	acme		architectural language | architecture description language | architecture description languages | architecture notation	topic			
acmestudio	acmestudio		architectural language | architecture description language | architecture description languages | architecture notation	topic			
aco_algorithms	aco algorithms		ant systems	topic			
acoustic	acoustic	acoustics	signal processing	topic			
acoustic_arrays	acoustic arrays		acoustic noise | acoustic signal processing | microphone | microphones	topic			
acoustic_channels	acoustic channels		underwater acoustic channels | underwater acoustic communication | underwater acoustic communications	topic			
acoustic_communications	acoustic communications		submersibles | underwater acoustic channels | underwater acoustic communication | underwater acoustic communications | underwater sensor networks	topic			
acoustic_devices	acoustic devices		acoustic | acoustics | underwater acoustics	topic			
acoustic_doppler_current_profiler	acoustic doppler current profiler		ocean currents	topic			
acoustic_echo_cancellation	acoustic echo cancellation		acoustic | acoustic signal processing | acoustics | echo suppression	topic			
acoustic_echoes	acoustic echoes		acoustic echo cancellation	topic			
acoustic_emission	acoustic emission	acoustic emissions	acoustic | acoustics	topic			
acoustic_emission_signal	acoustic emission signal	acoustic emission signal | ae signals	acoustic emission | acoustic emissions	topic			
acoustic_emissions	acoustic emissions	acoustic emission | acoustic emissions	acoustic | acoustics	topic			
acoustic_environment	acoustic environment		acoustic | acoustic noise | acoustics | audio acoustics | reverberation | speech enhancement	topic			
acoustic_equipment	acoustic equipment		acoustic devices	topic			
acoustic_features	acoustic features		audio acoustics | hidden markov model | hidden markov model (hmm) | hidden markov models | hidden markov models (hmm) | hidden markov models (hmms) | speech communication	topic			
acoustic_generators	acoustic generators		microphone | microphones	topic			
acoustic_holography	acoustic holography		acoustic imaging	topic			
acoustic_imaging	acoustic imaging		acoustic | acoustics | imaging systems | sonar | ultrasonic imaging | underwater acoustics	topic			
acoustic_intensity	acoustic intensity		fading (radio) | fading channel | fading channels	topic			
acoustic_model	acoustic model	acoustic model | acoustic modeling | acoustic modelling | acoustic models	acoustic | acoustics | speech recognition	topic			
acoustic_modeling	acoustic modeling	acoustic model | acoustic modelling | acoustic models	acoustic | acoustics | speech recognition	topic			
acoustic_modelling	acoustic modelling	acoustic model | acoustic modeling | acoustic models	acoustic | acoustics | speech recognition	topic			
acoustic_models	acoustic models	acoustic model | acoustic modeling | acoustic modelling	acoustic | acoustics | speech recognition	topic			
acoustic_noise	acoustic noise		signal to noise ratio | signal-to-noise ratio | signal-to-noise ratios | signaltonoise ratio (snr) | speech recognition	topic			
acoustic_noise_measurement	acoustic noise measurement		acoustic | acoustic noise | acoustics | noise reduction | noise reductions	topic			
acoustic_radiation_force	acoustic radiation force		acoustic radiators	topic			
acoustic_radiators	acoustic radiators		acoustic wave transmission | internet protocol | internet protocols	topic			
acoustic_resonators	acoustic resonators		acoustic surface wave devices	topic			
acoustic_scattering	acoustic scattering		acoustic wave scattering	topic			
acoustic_sensors	acoustic sensors		acoustic devices | sensor network | sensor networks	topic			
acoustic_signal	acoustic signal	acoustic signals	acoustic signal processing | acoustic waves	topic			
acoustic_signal_processing	acoustic signal processing		speech recognition	topic			
acoustic_signals	acoustic signals	acoustic signal | acoustic signals	acoustic signal processing | acoustic waves	topic			
acoustic_source_localization	acoustic source localization		acoustic noise measurement | microphone array | microphone arrays	topic			
acoustic_sources	acoustic sources		acoustic noise measurement | microphone array | microphone arrays	topic			
acoustic_streaming	acoustic streaming		videotex	topic			
acoustic_surface_wave_devices	acoustic surface wave devices		acoustic waves	topic			
acoustic_surface_wave_filters	acoustic surface wave filters		acoustic surface wave devices	topic			
acoustic_transducers	acoustic transducers		acoustic surface wave devices	topic			
acoustic_variables_control	acoustic variables control		acoustic noise | adaptive filtering	topic			
acoustic_wave_propagation	acoustic wave propagation		acoustic emission | acoustic emissions | acoustic waves	topic			
acoustic_wave_scattering	acoustic wave scattering		acoustic wave propagation	topic			
acoustic_wave_transmission	acoustic wave transmission		acoustic wave propagation | underwater acoustics	topic			
acoustic_wave_velocity_measurement	acoustic wave velocity measurement		acoustic noise measurement	topic			
acoustic_waves	acoustic waves		acoustic | acoustics	topic			
acoustics	acoustics	acoustic | acoustics	signal processing	topic			
acoustoelectric_effects	acoustoelectric effects		saw | surface acoustic wave | surface acoustic waves	topic			
acquisition_device	acquisition device		biometric | biometrics | image acquisition	topic			
acquisition_process	acquisition process		mergers and acquisitions	topic			
acquisition_systems	acquisition systems		mergers and acquisitions	topic			
acquisition_time	acquisition time		mergers and acquisitions	topic			
act-r	act-r		cognitive architecture | cognitive architectures | cognitive model | cognitive modeling | cognitive modelling | cognitive models	topic			
actinomadura	actinomadura		actinomycetales	topic			
actinomycetales	actinomycetales		dna 16s | rna 16s	topic			
actinomycetales_infection	actinomycetales infection	actinomycetales infections	actinomycetales	topic			
actinomycetales_infections	actinomycetales infections	actinomycetales infection | actinomycetales infections	actinomycetales	topic			
actinomycetes_and_related_organisms	actinomycetes and related organisms		actinomycetales	topic			
action_language	action language		answer set programming	topic			
action_recognition	action recognition		gesture recognition | motion estimation	topic			
action_selection	action selection		reinforcement learning | reinforcement learning (rl)	topic			
action_sequences	action sequences		human actions	topic			
action_spaces	action spaces		reinforcement learning | reinforcement learning (rl)	topic			
action_unit	action unit		computer keyboards | facial action | facial action coding system	topic			
active_appearance_model	active appearance model	active appearance models	face recognition | facial recognition	topic			
active_appearance_models	active appearance models	active appearance model | active appearance models	face recognition | facial recognition	topic			
active_contour	active contour	active contour model | active contours	image segmentation	topic			
active_contour_method	active contour method		active contour | active contour model | active contours	topic			
active_contour_model	active contour model	active contour | active contours	image segmentation	topic			
active_contours	active contours	active contour | active contour model | active contours	image segmentation	topic			
active_control	active control		control system analysis	topic			
active_disturbance_rejection_controls	active disturbance rejection controls		degrees of freedom | degrees of freedom (mechanics) | reception quality	topic			
active_learning	active learning		machine learning | machine learning algorithms | machine learning methods | machine learning techniques | machine learnings | machine-learning	topic			
active_mode	active mode		sleep mode	topic			
active_noise_control	active noise control		acoustic variables control | adaptive filter | adaptive filters	topic			
active_optics	active optics		primary mirrors	topic			
active_pixel_sensor	active pixel sensor		cmos image sensor | cmos image sensors | sensor | sensors	topic			
active_queue_management	active queue management	active queue management | active queue management %28aqm%29	queueing network | queueing networks | queuing network | queuing networks | router | routers | transmission control protocol | transmission control protocol (tcp)	topic			
active_queue_management_%28aqm%29	active queue management (aqm)	active queue management	queueing network | queueing networks | queuing network | queuing networks | router | routers | transmission control protocol | transmission control protocol (tcp)	topic			
active_regions	active regions		semiconductor quantum wells | surface emitting lasers	topic			
active_rfid	active rfid		rfid technology	topic			
active_suspension	active suspension	active suspension | active suspension systems	vehicle suspensions	topic			
active_suspension_systems	active suspension systems	active suspension	vehicle suspensions	topic			
activity_diagram	activity diagram	activity diagram | activity diagrams	graphic methods | uml | unified modeling language | unified modeling language (uml) | unified modelling language	topic			
activity_diagrams	activity diagrams	activity diagram	graphic methods | uml | unified modeling language | unified modeling language (uml) | unified modelling language	topic			
activity_models	activity models		activity recognition	topic			
activity_recognition	activity recognition		pattern recognition | sensor | sensors | ubiquitous computing	topic			
actor-critic_algorithms	actor-critic algorithms		reinforcement learning | reinforcement learning (rl)	topic			
actor-network_theory	actor-network theory	actor network theory	information system | information systems	topic			
actor_critic	actor critic		reinforcement learning | reinforcement learning (rl)	topic			
actor_network_theory	actor network theory	actor network theory | actor-network theory	information system | information systems	topic			
actuation_redundancy	actuation redundancy		parallel manipulator | parallel manipulators	topic			
actuation_voltages	actuation voltages		electrostatic actuators | rf-mems switches	topic			
actuator_failures	actuator failures		fault tolerant control | fault-tolerant control | linear control systems | robust control | sufficient conditions	topic			
actuator_fault	actuator fault	actuator fault | actuator faults	fault detection	topic			
actuator_faults	actuator faults	actuator fault	fault detection	topic			
ad-hoc_networks	ad-hoc networks	ad hoc network | ad hoc networks	internet protocol | internet protocols | ip multicast | mobile telecommunication systems | multicast | multicasting | multicasts | quality of service | quality of service (qos) | router | routers | routing algorithm | routing algorithms | sensor | sensors | wireless lan | wireless lans | wireless local area network (wlan) | wireless local area networks | wireless local area networks (wlan) | wlan	topic			
ad_hoc_network	ad hoc network	ad hoc networks | ad-hoc networks	internet protocol | internet protocols | ip multicast | mobile telecommunication systems | multicast | multicasting | multicasts | quality of service | quality of service (qos) | router | routers | routing algorithm | routing algorithms | sensor | sensors | wireless lan | wireless lans | wireless local area network (wlan) | wireless local area networks | wireless local area networks (wlan) | wlan	topic			
ad_hoc_networks	ad hoc networks	ad hoc network | ad hoc networks | ad-hoc networks	internet protocol | internet protocols | ip multicast | mobile telecommunication systems | multicast | multicasting | multicasts | quality of service | quality of service (qos) | router | routers | routing algorithm | routing algorithms | sensor | sensors | wireless lan | wireless lans | wireless local area network (wlan) | wireless local area networks | wireless local area networks (wlan) | wlan	topic			
ad_hoc_on_demand_distance_vector	ad hoc on demand distance vector		ad hoc routing protocol | aodv | mobile ad hoc network | mobile ad hoc networks | mobile ad-hoc network | mobile ad-hoc networks | mobile adhoc network (manets)	topic			
ad_hoc_routing_protocol	ad hoc routing protocol	aodv	ad hoc network | ad hoc networks | ad-hoc networks | routing protocol | routing protocols	topic			
ad_hoc_wireless_networks	ad hoc wireless networks		ad hoc network | ad hoc networks | ad-hoc networks | routing protocol | routing protocols | wireless ad hoc network | wireless ad hoc networks | wireless ad-hoc networks | wireless network | wireless networks	topic			
ada_programming_language	ada programming language		high level languages	topic			
adaboost	adaboost	adaptive boosting	classifier | classifiers	topic			
adaboost_algorithm	adaboost algorithm		adaboost | adaptive boosting	topic			
adaboost_learning	adaboost learning		adaboost | adaptive boosting	topic			
adams	adams		virtual prototype	topic			
adams_software	adams software		virtual prototype	topic			
adaptive_algorithm	adaptive algorithm	adaptive algorithms	software	topic			
adaptive_algorithms	adaptive algorithms	adaptive algorithm | adaptive algorithms	software	topic			
adaptive_architecture	adaptive architecture		software architecture | software architectures	topic			
adaptive_array	adaptive array	adaptive arrays	adaptive algorithm | adaptive algorithms | antenna array | antenna arrays | beamforming | interference suppression	topic			
adaptive_arrays	adaptive arrays	adaptive array | adaptive arrays	adaptive algorithm | adaptive algorithms | antenna array | antenna arrays | beamforming | interference suppression	topic			
adaptive_backstepping	adaptive backstepping	adaptive backstepping | adaptive backstepping control	backstepping	topic			
adaptive_backstepping_control	adaptive backstepping control	adaptive backstepping	backstepping	topic			
adaptive_beamforming	adaptive beamforming		adaptive algorithm | adaptive algorithms | antenna array | antenna arrays | beamforming	topic			
adaptive_beamforming_algorithms	adaptive beamforming algorithms		adaptive beamforming	topic			
adaptive_boosting	adaptive boosting	adaboost | adaptive boosting	classifier | classifiers	topic			
adaptive_control	adaptive control	adaptive control systems	process control	topic			
adaptive_control_schemes	adaptive control schemes		adaptive control | adaptive control systems	topic			
adaptive_control_systems	adaptive control systems	adaptive control | adaptive control systems	process control	topic			
adaptive_controller	adaptive controller	adaptive controllers	adaptive control | adaptive control systems	topic			
adaptive_controllers	adaptive controllers	adaptive controller | adaptive controllers	adaptive control | adaptive control systems	topic			
adaptive_critic_designs	adaptive critic designs		adaptive control | adaptive control systems | approximate dynamic programming | cellular radio systems | heuristic programming	topic			
adaptive_cruise_control	adaptive cruise control		adaptive control | adaptive control systems | computer control | intelligent systems | vehicles	topic			
adaptive_detection	adaptive detection		covariance matrices | covariance matrix | generalized likelihood ratio test | generalized likelihood ratio test (glrt) | generalized likelihood-ratio tests	topic			
adaptive_detectors	adaptive detectors		adaptive detection	topic			
adaptive_dynamic_programming	adaptive dynamic programming		adaptive control | adaptive control systems | approximate dynamic programming | optimal control systems	topic			
adaptive_e-learning_systems	adaptive e-learning systems		e-learning system | e-learning systems	topic			
adaptive_filter	adaptive filter	adaptive filters	adaptive algorithm | adaptive algorithms | adaptive filtering	topic			
adaptive_filtering	adaptive filtering		signal processing	topic			
adaptive_filtering_algorithms	adaptive filtering algorithms		adaptive filter | adaptive filters	topic			
adaptive_filters	adaptive filters	adaptive filter | adaptive filters	adaptive algorithm | adaptive algorithms | adaptive filtering	topic			
adaptive_fuzzy	adaptive fuzzy	adaptive fuzzy | adaptive fuzzy control | adaptive fuzzy controller	adaptive control | adaptive control systems	topic			
adaptive_fuzzy_control	adaptive fuzzy control	adaptive fuzzy | adaptive fuzzy controller	adaptive control | adaptive control systems	topic			
adaptive_fuzzy_controller	adaptive fuzzy controller	adaptive fuzzy | adaptive fuzzy control	adaptive control | adaptive control systems	topic			
adaptive_genetic_algorithm	adaptive genetic algorithm	adaptive genetic algorithms	adaptive algorithm | adaptive algorithms | genetic algorithm | genetic algorithm (ga) | genetic algorithms	topic			
adaptive_genetic_algorithms	adaptive genetic algorithms	adaptive genetic algorithm | adaptive genetic algorithms	adaptive algorithm | adaptive algorithms | genetic algorithm | genetic algorithm (ga) | genetic algorithms	topic			
adaptive_histogram_equalization	adaptive histogram equalization		histogram equalization | histogram equalizations | image segmentation	topic			
adaptive_hypermedia	adaptive hypermedia		adaptive system | adaptive systems | e - learnings | e-learning | elearning | hypermedia systems	topic			
adaptive_hypermedia_systems	adaptive hypermedia systems		adaptive hypermedia	topic			
adaptive_kalman_filter	adaptive kalman filter		kalman filter | kalman filters	topic			
adaptive_kalman_filtering	adaptive kalman filtering		kalman filter | kalman filters	topic			
adaptive_laws	adaptive laws		adaptive fuzzy | adaptive fuzzy control | adaptive fuzzy controller	topic			
adaptive_learning	adaptive learning		machine learning | machine learning algorithms | machine learning methods | machine learning techniques | machine learnings | machine-learning	topic			
adaptive_learning_rates	adaptive learning rates		back propagation | back propagation algorithm | back-propagation | backpropagation | backpropagation algorithm | backpropagation algorithms	topic			
adaptive_median_filter	adaptive median filter		electric filters | impulse noise | median filter | median filtering | median filters	topic			
adaptive_modulation	adaptive modulation	adaptive modulation | adaptive modulation %28candidate%29	channel capacity | power control | quadrature amplitude modulation | quadrature amplitude modulation (qam)	topic			
adaptive_modulation_%28candidate%29	adaptive modulation (candidate)	adaptive modulation	channel capacity | power control | quadrature amplitude modulation | quadrature amplitude modulation (qam)	topic			
adaptive_modulation_and_coding	adaptive modulation and coding	adaptive modulation and coding | adaptive modulation and coding %28amc%29	adaptive modulation | adaptive modulation (candidate)	topic			
adaptive_modulation_and_coding_%28amc%29	adaptive modulation and coding (amc)	adaptive modulation and coding	adaptive modulation | adaptive modulation (candidate)	topic			
adaptive_network_based_fuzzy_inference_system	adaptive network based fuzzy inference system	anfis	artificial neural network | artificial neural networks | back propagation neural networks | back-propagation neural network | back-propagation neural networks | neural network | neural network model | neural networks	topic			
adaptive_neural_control	adaptive neural control		backstepping	topic			
adaptive_neuro-fuzzy_inference_system	adaptive neuro-fuzzy inference system	adaptive neuro-fuzzy inference system | adaptive neuro-fuzzy inference system %28anfis%29	artificial neural network | artificial neural networks | back propagation neural networks | back-propagation neural network | back-propagation neural networks | neural network | neural network model | neural networks	topic			
adaptive_neuro-fuzzy_inference_system_%28anfis%29	adaptive neuro-fuzzy inference system (anfis)	adaptive neuro-fuzzy inference system	artificial neural network | artificial neural networks | back propagation neural networks | back-propagation neural network | back-propagation neural networks | neural network | neural network model | neural networks	topic			
