# The Common Weakness Enumeration, as the terms a program working in security actually
# writes. A weakness's name is a phrase — improper access control, integer overflow, use
# after free — and a phrase is what a repository outside the domain does not hit by
# accident. Each concept is the weakness's own permalink, so a match cites MITRE's page
# for it.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# prefLabel is the weakness's own name. broader is its ChildOf relation in the research
# view — view 1000, CWE's one hierarchical statement of what is a kind of what — under the
# parent's own name, joined with " | " where more than one parent is stated. kind is the
# abstraction level MITRE states: Pillar, Class, Base, Variant or Compound. altLabel pools
# the publisher's alternate terms. definition is the weakness's own description with its
# line breaks collapsed. NOT CARRIED, and said outright: categories and views — a category
# is a grouping a view draws for navigation, not a weakness.
#
# Source: the CWE 4.13 catalog XML as the OWASP cwe-sdk-javascript repository vendors it,
#   at https://github.com/OWASP/cwe-sdk-javascript/tree/477ff29b8a6fcb0c5e8fe7234f0af736d41c203c,
#   pinned by the blob id that revision holds:
#   8338e6520a20df70ca3f7b8cb7768750a842165f.
# Licence: CWE is copyright The MITRE Corporation, and the CWE Terms of Use at
#   https://cwe.mitre.org/about/termsofuse.html state that CWE is free to use by any
#   organization or individual for any research, development, and/or commercial purposes,
#   under a non-exclusive, royalty-free licence, on condition that MITRE's copyright
#   designation and the licence are reproduced in any copy — which this header and
#   NOTICE.md carry. The archive itself states no terms; the terms were read from MITRE's
#   own page, and this header records that.
# Generated by CweTermsExtraction: 959 weaknesses.
https://cwe.mitre.org/data/definitions/1095.html	Loop Condition Value Update within the Loop		Excessive Code Complexity	Base		The product uses a loop with a control flow condition based on a value that is updated within the body of the loop.	
https://cwe.mitre.org/data/definitions/1096.html	Singleton Class Instance Creation without Proper Locking or Synchronization		Missing Synchronization	Variant		The product implements a Singleton design pattern but does not use appropriate locking or other synchronization mechanism to ensure that the singleton class is only instantiated once.	
https://cwe.mitre.org/data/definitions/1097.html	Persistent Storable Data Element without Associated Comparison Control Element		Insufficient Adherence to Expected Conventions	Base		The product uses a storable data element that does not have all of the associated functions or methods that are necessary to support comparison.	
https://cwe.mitre.org/data/definitions/1098.html	Data Element containing Pointer Item without Proper Copy Control Element		Insufficient Adherence to Expected Conventions	Base		The code contains a data element with a pointer that does not have an associated copy or constructor method.	
https://cwe.mitre.org/data/definitions/1099.html	Inconsistent Naming Conventions for Identifiers		Inappropriate Source Code Style or Formatting	Base		The product's code, documentation, or other artifacts do not consistently use the same naming conventions for variables, callables, groups of related callables, I/O capabilities, data types, file names, or similar types of elements.	
https://cwe.mitre.org/data/definitions/11.html	ASP.NET Misconfiguration: Creating Debug Binary		Active Debug Code	Variant		Debugging messages help attackers learn about the system and plan a form of attack.	
https://cwe.mitre.org/data/definitions/110.html	Struts: Validator Without Form Field		Irrelevant Code	Variant		Validation fields that do not appear in forms they are associated with indicate that the validation logic is out of date.	
https://cwe.mitre.org/data/definitions/1100.html	Insufficient Isolation of System-Dependent Functions		Insufficient Encapsulation	Base		The product or code does not isolate system-dependent functionality into separate standalone modules.	
https://cwe.mitre.org/data/definitions/1101.html	Reliance on Runtime Component in Generated Code		Improper Adherence to Coding Standards	Base		The product uses automatically-generated code that cannot be executed without a specific runtime support component.	
https://cwe.mitre.org/data/definitions/1102.html	Reliance on Machine-Dependent Data Representation		Reliance on Undefined, Unspecified, or Implementation-Defined Behavior	Base		The code uses a data representation that relies on low-level data representation or constructs that may vary across different processors, physical machines, OSes, or other physical components.	
https://cwe.mitre.org/data/definitions/1103.html	Use of Platform-Dependent Third Party Components		Reliance on Undefined, Unspecified, or Implementation-Defined Behavior	Base		The product relies on third-party components that do not provide equivalent functionality across all desirable platforms.	
https://cwe.mitre.org/data/definitions/1104.html	Use of Unmaintained Third Party Components		Reliance on Insufficiently Trustworthy Component	Base		The product relies on third-party components that are not actively supported or maintained by the original developer or a trusted proxy for the original developer.	
https://cwe.mitre.org/data/definitions/1105.html	Insufficient Encapsulation of Machine-Dependent Functionality		Reliance on Undefined, Unspecified, or Implementation-Defined Behavior | Insufficient Encapsulation	Base		The product or code uses machine-dependent functionality, but it does not sufficiently encapsulate or isolate this functionality from the rest of the code.	
https://cwe.mitre.org/data/definitions/1106.html	Insufficient Use of Symbolic Constants		Inappropriate Source Code Style or Formatting	Base		The source code uses literal constants that may need to change or evolve over time, instead of using symbolic constants.	
https://cwe.mitre.org/data/definitions/1107.html	Insufficient Isolation of Symbolic Constant Definitions		Inappropriate Source Code Style or Formatting	Base		The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location.	
https://cwe.mitre.org/data/definitions/1108.html	Excessive Reliance on Global Variables		Insufficient Adherence to Expected Conventions	Base		The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context.	
https://cwe.mitre.org/data/definitions/1109.html	Use of Same Variable for Multiple Purposes		Inappropriate Source Code Style or Formatting	Base		The code contains a callable, block, or other code element in which the same variable is used to control more than one unique task or store more than one instance of data.	
https://cwe.mitre.org/data/definitions/111.html	Direct Use of Unsafe JNI		Use of Low-Level Functionality	Variant		When a Java application uses the Java Native Interface (JNI) to call code written in another programming language, it can expose the application to weaknesses in that code, even if those weaknesses cannot occur in Java.	
https://cwe.mitre.org/data/definitions/1110.html	Incomplete Design Documentation		Insufficient Technical Documentation	Base		The product's design documentation does not adequately describe control flow, data flow, system initialization, relationships between tasks, components, rationales, or other important aspects of the design.	
https://cwe.mitre.org/data/definitions/1111.html	Incomplete I/O Documentation		Insufficient Technical Documentation	Base		The product's documentation does not adequately define inputs, outputs, or system/software interfaces.	
https://cwe.mitre.org/data/definitions/1112.html	Incomplete Documentation of Program Execution		Insufficient Technical Documentation	Base		The document does not fully define all mechanisms that are used to control or influence how product-specific programs are executed.	
https://cwe.mitre.org/data/definitions/1113.html	Inappropriate Comment Style		Inappropriate Source Code Style or Formatting	Base		The source code uses comment styles or formats that are inconsistent or do not follow expected standards for the product.	
https://cwe.mitre.org/data/definitions/1114.html	Inappropriate Whitespace Style		Inappropriate Source Code Style or Formatting	Base		The source code contains whitespace that is inconsistent across the code or does not follow expected standards for the product.	
https://cwe.mitre.org/data/definitions/1115.html	Source Code Element without Standard Prologue		Inappropriate Source Code Style or Formatting	Base		The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.	
https://cwe.mitre.org/data/definitions/1116.html	Inaccurate Comments		Inappropriate Source Code Style or Formatting	Base		The source code contains comments that do not accurately describe or explain aspects of the portion of the code with which the comment is associated.	
https://cwe.mitre.org/data/definitions/1117.html	Callable with Insufficient Behavioral Summary		Inappropriate Source Code Style or Formatting	Base		The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes.	
https://cwe.mitre.org/data/definitions/1118.html	Insufficient Documentation of Error Handling Techniques		Insufficient Technical Documentation	Base		The documentation does not sufficiently describe the techniques that are used for error handling, exception processing, or similar mechanisms.	
https://cwe.mitre.org/data/definitions/1119.html	Excessive Use of Unconditional Branching		Excessive Code Complexity	Base		The code uses too many unconditional branches (such as "goto").	
https://cwe.mitre.org/data/definitions/112.html	Missing XML Validation		Improper Validation of Syntactic Correctness of Input	Base		The product accepts XML from an untrusted source but does not validate the XML against the proper schema.	
https://cwe.mitre.org/data/definitions/1120.html	Excessive Code Complexity		Improper Adherence to Coding Standards	Class		The code is too complex, as calculated using a well-defined, quantitative measure.	
https://cwe.mitre.org/data/definitions/1121.html	Excessive McCabe Cyclomatic Complexity		Excessive Code Complexity	Base		The code contains McCabe cyclomatic complexity that exceeds a desirable maximum.	
https://cwe.mitre.org/data/definitions/1122.html	Excessive Halstead Complexity		Excessive Code Complexity	Base		The code is structured in a way that a Halstead complexity measure exceeds a desirable maximum.	
https://cwe.mitre.org/data/definitions/1123.html	Excessive Use of Self-Modifying Code		Excessive Code Complexity	Base		The product uses too much self-modifying code.	
https://cwe.mitre.org/data/definitions/1124.html	Excessively Deep Nesting		Excessive Code Complexity	Base		The code contains a callable or other code grouping in which the nesting / branching is too deep.	
https://cwe.mitre.org/data/definitions/1125.html	Excessive Attack Surface		Excessive Code Complexity	Base		The product has an attack surface whose quantitative measurement exceeds a desirable maximum.	
https://cwe.mitre.org/data/definitions/1126.html	Declaration of Variable with Unnecessarily Wide Scope		Improper Adherence to Coding Standards	Base		The source code declares a variable in one scope, but the variable is only used within a narrower scope.	
https://cwe.mitre.org/data/definitions/1127.html	Compilation with Insufficient Warnings or Errors		Improper Adherence to Coding Standards	Base		The code is compiled without sufficient warnings enabled, which may prevent the detection of subtle bugs or quality issues.	
https://cwe.mitre.org/data/definitions/113.html	Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')	HTTP Request/Response Splitting | HTTP Request Splitting | HTTP Response Splitting	Improper Neutralization of CRLF Sequences ('CRLF Injection') | Interpretation Conflict	Variant		The product receives data from an HTTP agent/component (e.g., web server, proxy, browser, etc.), but it does not neutralize or incorrectly neutralizes CR and LF characters before the data is included in outgoing HTTP headers.	
https://cwe.mitre.org/data/definitions/114.html	Process Control		External Control of File Name or Path	Class		Executing commands or loading libraries from an untrusted source or in an untrusted environment can cause an application to execute malicious commands (and payloads) on behalf of an attacker.	
https://cwe.mitre.org/data/definitions/115.html	Misinterpretation of Input		Interpretation Conflict	Base		The product misinterprets an input, whether from an attacker or another product, in a security-relevant fashion.	
https://cwe.mitre.org/data/definitions/116.html	Improper Encoding or Escaping of Output	Output Sanitization | Output Validation | Output Encoding	Improper Neutralization	Class		The product prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. As a result, the intended structure of the message is not preserved.	
https://cwe.mitre.org/data/definitions/1164.html	Irrelevant Code		Improper Adherence to Coding Standards	Class		The product contains code that is not essential for execution, i.e. makes no state changes and has no side effects that alter data or control flow, such that removal of the code would have no impact to functionality or correctness.	
https://cwe.mitre.org/data/definitions/117.html	Improper Output Neutralization for Logs		Improper Encoding or Escaping of Output	Base		The product does not neutralize or incorrectly neutralizes output that is written to logs.	
https://cwe.mitre.org/data/definitions/1173.html	Improper Use of Validation Framework		Improper Input Validation	Base		The product does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library.	
https://cwe.mitre.org/data/definitions/1174.html	ASP.NET Misconfiguration: Improper Model Validation		Improper Use of Validation Framework	Variant		The ASP.NET application does not use, or incorrectly uses, the model validation framework.	
https://cwe.mitre.org/data/definitions/1176.html	Inefficient CPU Computation		Asymmetric Resource Consumption (Amplification)	Class		The product performs CPU computations using algorithms that are not as efficient as they could be for the needs of the developer, i.e., the computations can be optimized further.	
https://cwe.mitre.org/data/definitions/1177.html	Use of Prohibited Code		Improper Adherence to Coding Standards	Class		The product uses a function, library, or third party component that has been explicitly prohibited, whether by the developer or the customer.	
https://cwe.mitre.org/data/definitions/118.html	Incorrect Access of Indexable Resource ('Range Error')	Range Error	Improper Control of a Resource Through its Lifetime	Class		The product does not restrict or incorrectly restricts operations within the boundaries of a resource that is accessed using an index or pointer, such as memory or files.	
https://cwe.mitre.org/data/definitions/1187.html	DEPRECATED: Use of Uninitialized Resource			Base		This entry has been deprecated because it was a duplicate of CWE-908. All content has been transferred to CWE-908.	
https://cwe.mitre.org/data/definitions/1188.html	Initialization of a Resource with an Insecure Default		Incorrect Initialization of Resource	Base		The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure.	
https://cwe.mitre.org/data/definitions/1189.html	Improper Isolation of Shared Resources on System-on-a-Chip (SoC)		Improper Isolation or Compartmentalization | Exposure of Resource to Wrong Sphere	Base		The System-On-a-Chip (SoC) does not properly isolate shared resources between trusted and untrusted agents.	
https://cwe.mitre.org/data/definitions/119.html	Improper Restriction of Operations within the Bounds of a Memory Buffer	Buffer Overflow | buffer overrun | memory safety	Incorrect Access of Indexable Resource ('Range Error')	Class		The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer.	
