# Wiktionary topic hierarchy, one row per topic: the topic and the broader topics it
# generalises to, comma-separated. This is the map that produced the broader labels already
# sitting in wiktionary-topics.tsv — wiktextract applies it transitively as it extracts a
# sense's topics, so a sense labelled computing arrives carrying engineering, mathematics,
# natural-sciences, physical-sciences and sciences besides. Reading it back is what tells a
# label a headword states from one another of its labels already implies.
#
# Source: wiktextract's own topic_generalize_map, read from
#   https://raw.githubusercontent.com/tatuylonen/wiktextract/872fc7bfc15c388eca84591268d6f35759c42290/src/wiktextract/topics.py.
# Licence: MIT, Copyright (c) 2018-2020 Tatu Ylonen
#   (https://github.com/tatuylonen/wiktextract/blob/master/LICENSE). The map is
#   wiktextract's own source, not Wiktionary content, so the CC BY-SA terms carried by the
#   topic vocabulary it labels do not attach to this file.
# Generated by TopicHierarchyExtraction: 816 topics.
homeopathy	medicine
horology	hobbies
horse-racing	horseracing
horseracing	horses,racing
horses	pets,sports
horticulture	agriculture
human-sciences	sciences
hunting	hobbies
hydraulics	engineering
hydrodynamics	hydrology,physics
hydrography	hydrology,oceanography
hydrology	geography
ice-hockey	skating
ichthyology	zoology
iconography	art-history
ideology	philosophy,politics
illness	medicine
immunochemistry	biochemistry,immunology
immunologic-sense	immunology
immunology	medicine
in-technical-contexts	chemistry,computing,engineering,physics
in-transactional-analysis	social-science
incoterm	business,law,transport
informatics	computing
information-science	computing,human-sciences,information-science
information-technology	computing
information-theory	computing,mathematics
inorganic-chemistry	chemistry
insects	entomology
insurance	business
intellectual-property	intellectual-property,law
investment	finance
ironworking	crafts
jewellery	jewelry
jewelry	lifestyle
journalism	media
judo	martial-arts
juggling	performing-arts
knitting	textiles
lacrosse	ball-games
language	linguistics
law-enforcement	government
legal	law
lepidopterology	zoology
letterpress-typography	typography
lexicography	linguistics
lexicology	lexicography
lichenology	botany
limnology	ecology,geology
linear-algebra	mathematics
linguistic	linguistics
linguistic-morphology	morphology
linguistics	human-sciences
literature	publishing
lithography	printing
litography	lithography
logic	mathematics,philosophy
lubricants	mechanical-engineering
lutherie	crafts
machining	mechanical-engineering
mahjong	board-games
mail	information
malacology	biology
mammalogy	zoology
mammals	zoology
mammology	medicine
manga	comics
manner-of-action	manner
manosphere	ideology
manufacturing	business
maritime	nautical
marketing	business
martial-arts	martial-arts,military,sports
masonry	construction
mathematical-analysis	mathematics
mathematics	sciences
maths	mathematics
measure-theory	mathematics
meat	meats
meats	food
mechanical	mechanical-engineering
mechanical-engineering	engineering
mechanics	mechanical-engineering
medical-terminology	medicine
medicine	sciences
metallurgy	engineering
metalworking	crafts,metallurgy
meteorology	climatology
meterology	meteorology
microbiology	biology
microeconomics	economics
military	government,war
militaryu	error-misspelling,military
mineralogy	chemistry,geology
mineralology	mineralogy
mining	business
mobile-telephony	telephony
modelling	mathematics
monarchy	politics
money	finance
monotheism	religion
morphology	linguistics
motor-racing	racing
motorcycling	hobbies
mountaineering	sports
music	entertainment
musical-note	music
musicology	human-sciences,music
mycology	biology
mysticism	philosophy
mythology	mysticism
nanotechnology	engineering
narratology	linguistics
naturism	lifestyle
nautical	transport
naval	navy
navy	military
nematology	zoology
nephrology	medicine
netball	ball-games
networking	computing
neuroanatomy	anatomy,neurology
neurobiology	neurology
neurology	medicine,neuroscience
neurophysiology	neurology,physiology
neuroscience	medicine
neurotoxicology	neurology,toxicology
newspapers	journalism
nobility	monarchy
norm-topology	topology
number-theory	mathematics,number-theory
numismatics	hobbies
obstetrics	medicine
occult	mysticism
occultism	religion
oceanography	geography
odontology	dentistry
oenology	beverages
officialese	government
oncology	medicine
ontology	epistemology
ophthalmology	medicine
opthalmology	medicine
optics	engineering,physics
order-theory	mathematics
organic-chemistry	chemistry
ornithology	biology
ornitology	ornithology
orography	geology
orthography	writing
ortography	linguistics
paganism	religion
paintball	games
palaeography	paleography
palentology	error-misspelling,paleontology
paleoanthropology	anthropology,paleontology
paleobiology	paleontology
paleogeography	geography,paleontology
paleography	epigraphy,paleogeography
paleontology	biology,history
palynology	chemistry,microbiology
palæontology	paleontology
papercraft	crafts
papermaking	crafts
papyrology	history
parachuting	hobbies
parapsychology	pseudoscience
parasitology	medicine
parliamentary-procedure	government
patent-law	intellectual-property
pathology	medicine
patology	error-misspelling,pathology
pedology	geography,psychology
penology	criminology
performing-arts	arts,sports
pesäpallo	ball-games
petrochemistry	chemistry,petrology
petrography	petrology
petroleum	energy
petrology	geology
pets	lifestyle
pharmaceuticals	pharmacology
pharmacology	medicine
phenomenology	philosophy
philately	hobbies
philology	history,linguistics,philosophy
philosophy	human-sciences
phonetics	phonology
phonology	linguistics
photography	arts,hobbies
phrenology	medicine,psychology
phycology	botany
physical-sciences	natural-sciences
physics	physical-sciences
physiology	medicine
phytopathology	botany,pathology
piledriving	construction
planetology	astronomy
planets	astronomy
planets-of-the-Solar-system	planets
planktology	botany
plumbing	construction
pneumology	pulmonology
pocket-billiards	games
poetry	writing
poker	card-games
police	law-enforcement
political-science	political-science,social-sciences
politics	government
politology	political-science
polygraphy	law
pool	games
pornography	media,sexuality
pragmatics	linguistics
prefecture	region
prefectures-of-Japan	prefectures
printing	publishing
printing-technology	printing
probability	mathematics
probability-theory	mathematics
professional-wrestling	wrestling
programming	computing
prosody	phonology
prostitution	sexuality
psychiatry	medicine,psychology
psychoanalysis	medicine,psychology
psycholinguistics	linguistics,psychology
psychology	human-sciences
psychopathology	psychiatry
psycology	psychology
psyschology	error-misspelling,psychology
publishing	media
pulmonology	medicine
quantum-field-theory	physics
quarrying	mining
quilting	textiles
racing	sports
racquet-sports	ball-games
radio	broadcasting
radio-communications	radio
radio-technics	radio
radio-technology	electrical-engineering,radio
radiography	radiology
radiology	medicine
rail-transport	railways
railways	transport
real-estate	business,real-estate
region	location
region-around-the-Ruppel-river	region
regionalism	politics
regions-of-Armenia	region
religion	lifestyle
religionists	religion
retail	commerce
retailing	commerce
road	transport
robotics	computing,mechanical-engineering
rock-paper-scissors	games
rocketry	aerospace
rodents	mammals
roguelikes	video-games
role-playing-games	games
romantic-orientations	sexuality
roofing	construction
ropemaking	crafts,nautical
rowing	sports
rugby	ball-games
sailing	nautical
sailmaking	crafts,nautical
scholarly	sciences
science	sciences
science-fiction	literature
scientific	sciences
scriptwriting	writing
seafood	cuisine
seasons	weather
secret	information
seduction-community	sexuality
seismology	geology
semantics	linguistics
semiotics	linguistics
set-theory	mathematics
sets	mathematics
sewage-treatment	engineering
sewing	textiles
sex	sexuality
sexology	sexuality
sexual-orientations	sexuality
sexuality	lifestyle
shamanism	religion
sheepdog-trials	dogs
shipbuilding	manufacturing
shipping	economics,transport
shogi	board-games
signal-processing	computing,mathematics
sinology	human-sciences
skateboarding	sports
skating	sports
skiing	sports
skydiving	sports
smithwork	crafts
smoking	lifestyle
snakes	zoology
snooker	ball-games
snowboarding	sports
soccer	ball-games
social-science	human-sciences,social-science
social-sciences	social-science
socialism	ideology
sociobiology	biology,social-science
sociolinguistics	linguistics,sociology
sociology	social-science
sociopolitics	politics
softball	ball-games
software	computing
software-compilation	computing
space-science	aerospace
space-sciences	astronomy
speech-pathology	medicine
speech-therapy	medicine
spinning	sports
spiritism	spiritualism
spiritualism	religion
sports	hobbies
squash	ball-games
states	region
states-of-Australia	states
states-of-India	states
statistics	mathematics
stenography	writing
stock-exchange	finance
stock-market	finance
stock-ticker-symbol	finance
stone	masonry
stratigraphy	geology
strong-topology	topology
sugar-making	manufacturing
sumo	wrestling
surfing	sports
surgery	medicine
surveying	geography
swimming	sports
syntax	linguistics
systems-theory	mathematics
talking	communications
tarot	mysticism
tasseography	mysticism
taxation	economics,government
taxonomy	biology
technical	engineering
technology	engineering
telecommunications	communications,electrical-engineering
telegram	telegraphy
telegraphy	telecommunications
telephone	telephony
telephony	communications,telecommunications
television	broadcasting
temporal-location	time
tennis	sports
teratology	medicine
textiles	manufacturing
textual-criticism	linguistics
the-country	countries
the-historical-region	region
theater	entertainment
theology	religion
thermodynamics	physics
tin-plate-manufacture	manufacturing
tools	engineering
topography	geography
topology	mathematics
tourism	lifestyle,transport
toxicology	medicine
trading	finance
traditional-medicine	medicine
traffic	transport
trains	railways
translation-studies	linguistics
traumatology	medicine
travel	lifestyle,tourism
travel-industry	tourism
trigonometry	mathematics
typography	publishing
ufology	mythology
underwater-diving	diving
units-of-measure	units-of-measure
uranography	astronomy,cartography
urbanism	lifestyle
urology	medicine
vaccinology	medicine
veganism	lifestyle
vegetable	food
vehicles	transport
veterinary	pathology,zoology
veterinary-pathology	pathology,zoology
vexillology	history
video-games	video-games
videography	film,photography
virology	microbiology
visual-art	visual-arts
visual-arts	arts,visual-arts
volcanology	geology
volleyball	ball-games
wagonmaking	crafts
war	politics
waterpolo	games
weapon	weaponry
weaponry	military,tools
weather	meteorology
weaving	textiles
web-design	computing
weekdays	time
weightlifting	sports
white-supremacist-ideology	ideology
wine	oenology
winegrowing-region	region
wireless-telegraphy	telegraphy
woodworking	carpentry,crafts
wrestling	martial-arts
writing	communications,journalism,literature,publishing
xenobiology	biology
xiangqi	board-games
zoology	biology
zootomy	zoology
